analysis_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	analysis_type	reference_genome	pipeline_name	pipeline_version	cell_type	tissue_type	disease	dev_stage	host	host_sex	age	experimental_factor	first_public	submitted_ftp	submitted_md5	submitted_bytes	submitted_aspera	generated_ftp	generated_md5	generated_bytes	generated_aspera
ERZ375434	PRJEB9586	SAMEA3302612		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375434/LP6005443-DNA_B10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375434/LP6005443-DNA_B10.annotated.nh2.vcf.gz.tbi	c6f06eb007657e64c38d8641cb86f8ef;ae43824f9ab0c16491505805a8822942	27407242633;2729845	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375434/LP6005443-DNA_B10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375434/LP6005443-DNA_B10.annotated.nh2.vcf.gz.tbi				
ERZ375435	PRJEB9586	SAMEA3302656		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375435/LP6005441-DNA_A01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375435/LP6005441-DNA_A01.annotated.nh2.vcf.gz.tbi	47cd9158bbc08d88bb8edc7382c7e1d6;979467d2c925f767c1fd2cc3fea4141c	26721538413;2730519	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375435/LP6005441-DNA_A01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375435/LP6005441-DNA_A01.annotated.nh2.vcf.gz.tbi				
ERZ375438	PRJEB9586	SAMEA3302891		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375438/LP6005443-DNA_C06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375438/LP6005443-DNA_C06.annotated.nh2.vcf.gz.tbi	03a4d7876f38966f64bb865b43a7c721;026ee24f87ee45a391771666ad1aafc7	29802031099;2728713	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375438/LP6005443-DNA_C06.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375438/LP6005443-DNA_C06.annotated.nh2.vcf.gz.tbi				
ERZ375440	PRJEB9586	SAMEA3302754		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375440/LP6005441-DNA_E06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375440/LP6005441-DNA_E06.annotated.nh2.vcf.gz.tbi	d07e372bc4a9ee526b9b9a9f65560b75;15ebcca9a0ec9a6f2f9ab3ae9971fb8b	26057125021;2731517	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375440/LP6005441-DNA_E06.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375440/LP6005441-DNA_E06.annotated.nh2.vcf.gz.tbi				
ERZ375441	PRJEB9586	SAMEA3302682		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375441/LP6005441-DNA_A11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375441/LP6005441-DNA_A11.annotated.nh2.vcf.gz.tbi	1d7aac94189775858d13c2421f625e23;f15bf5e430b935dca036802d26ee8368	28724228063;2730048	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375441/LP6005441-DNA_A11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375441/LP6005441-DNA_A11.annotated.nh2.vcf.gz.tbi				
ERZ375442	PRJEB9586	SAMEA3302885		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375442/LP6005442-DNA_B12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375442/LP6005442-DNA_B12.annotated.nh2.vcf.gz.tbi	bc5f7df465138cc70d73db82925377a0;97eaac96db2e88244d1cfad373e6b7a8	25700753917;2731123	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375442/LP6005442-DNA_B12.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375442/LP6005442-DNA_B12.annotated.nh2.vcf.gz.tbi				
ERZ375445	PRJEB9586	SAMEA3302876		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375445/SS6004474.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375445/SS6004474.annotated.nh2.vcf.gz.tbi	29979aef7da891468ab369c83c270605;93141c2205aef4f9c6bcf833b0d9ef06	26203792489;2731233	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375445/SS6004474.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375445/SS6004474.annotated.nh2.vcf.gz.tbi				
ERZ375449	PRJEB9586	SAMEA3302623		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375449/LP6005443-DNA_G05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375449/LP6005443-DNA_G05.annotated.nh2.vcf.gz.tbi	7ea48cd43c15014d84eca59aab6ef038;7a7ceeb666616c3138380032b31625c9	28386881023;2730112	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375449/LP6005443-DNA_G05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375449/LP6005443-DNA_G05.annotated.nh2.vcf.gz.tbi				
ERZ375453	PRJEB9586	SAMEA3302819		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375453/LP6005443-DNA_C09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375453/LP6005443-DNA_C09.annotated.nh2.vcf.gz.tbi	90deb8772cefcc11b2096b8097b797c3;34f3a5b6112ed30ab77ac40b56de5968	26356881200;2730671	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375453/LP6005443-DNA_C09.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375453/LP6005443-DNA_C09.annotated.nh2.vcf.gz.tbi				
ERZ375454	PRJEB9586	SAMEA3302887		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375454/LP6005592-DNA_G03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375454/LP6005592-DNA_G03.annotated.nh2.vcf.gz.tbi	b9aaf2ae3f606fa29978507f1931c5b7;6b1623ae22635d545cace57693deee6d	27475248127;2730526	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375454/LP6005592-DNA_G03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375454/LP6005592-DNA_G03.annotated.nh2.vcf.gz.tbi				
ERZ375459	PRJEB9586	SAMEA3302781		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375459/LP6005442-DNA_E12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375459/LP6005442-DNA_E12.annotated.nh2.vcf.gz.tbi	804d232756ac04a6dcbaa7a3459b3836;c49d4b9960b6c309bf31c492cc4dfbe2	27079464603;2730390	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375459/LP6005442-DNA_E12.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375459/LP6005442-DNA_E12.annotated.nh2.vcf.gz.tbi				
ERZ375461	PRJEB9586	SAMEA3302811		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375461/LP6005443-DNA_H11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375461/LP6005443-DNA_H11.annotated.nh2.vcf.gz.tbi	cfa79ecf690c55035b8aca73bff5b397;dfe6ed563bb16483cf582e132cd4c398	27822744314;2730149	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375461/LP6005443-DNA_H11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375461/LP6005443-DNA_H11.annotated.nh2.vcf.gz.tbi				
ERZ375464	PRJEB9586	SAMEA3302787		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375464/LP6005443-DNA_G01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375464/LP6005443-DNA_G01.annotated.nh2.vcf.gz.tbi	4a62bdbb4c255ad348560969661f2f26;f5396449ee22fe5db887e9657e5982bc	29014594752;2729711	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375464/LP6005443-DNA_G01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375464/LP6005443-DNA_G01.annotated.nh2.vcf.gz.tbi				
ERZ375469	PRJEB9586	SAMEA3302853		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375469/LP6005443-DNA_E05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375469/LP6005443-DNA_E05.annotated.nh2.vcf.gz.tbi	05b9e4d2d40e5fcd0ccc94daac5236e2;bca5c81dac5d10931301ae5092a4204c	27945478807;2730374	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375469/LP6005443-DNA_E05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375469/LP6005443-DNA_E05.annotated.nh2.vcf.gz.tbi				
ERZ375471	PRJEB9586	SAMEA3302725		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375471/LP6005519-DNA_D04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375471/LP6005519-DNA_D04.annotated.nh2.vcf.gz.tbi	43d8c96a81491689ec8f757cd05712c6;5fd5048c6dcb88f0824a995c8af6c04a	28524154728;2729748	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375471/LP6005519-DNA_D04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375471/LP6005519-DNA_D04.annotated.nh2.vcf.gz.tbi				
ERZ375473	PRJEB9586	SAMEA3302777		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375473/LP6005441-DNA_D08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375473/LP6005441-DNA_D08.annotated.nh2.vcf.gz.tbi	2cd242264426b5fb87db1c5e0b4b373c;8001ac5917a174a66fce43c3ece3cb23	27823281776;2730060	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375473/LP6005441-DNA_D08.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375473/LP6005441-DNA_D08.annotated.nh2.vcf.gz.tbi				
ERZ375475	PRJEB9586	SAMEA3302640		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375475/LP6005442-DNA_B11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375475/LP6005442-DNA_B11.annotated.nh2.vcf.gz.tbi	d4d26169f4937e7ec68c03142d6e5a75;cc448be6a46faff1ae79688b812f3508	26977877581;2730635	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375475/LP6005442-DNA_B11.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375475/LP6005442-DNA_B11.annotated.nh2.vcf.gz.tbi				
ERZ375477	PRJEB9586	SAMEA3302639		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375477/LP6005441-DNA_D10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375477/LP6005441-DNA_D10.annotated.nh2.vcf.gz.tbi	6b2a0c7116e3fd5966df5072ef3a05b0;63d0f593046dd4697236d8f98ad181a2	26612619117;2730405	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375477/LP6005441-DNA_D10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375477/LP6005441-DNA_D10.annotated.nh2.vcf.gz.tbi				
ERZ375479	PRJEB9586	SAMEA3302799		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375479/LP6005592-DNA_A04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375479/LP6005592-DNA_A04.annotated.nh2.vcf.gz.tbi	8d03f0895568067cd01c01da4918b938;978097d1bd28abbc3dd14fa39737d67d	28264096088;2730006	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375479/LP6005592-DNA_A04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375479/LP6005592-DNA_A04.annotated.nh2.vcf.gz.tbi				
ERZ375482	PRJEB9586	SAMEA3302800		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375482/LP6005592-DNA_C05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375482/LP6005592-DNA_C05.annotated.nh2.vcf.gz.tbi	ff119ae3d451318752ff16056f630c4f;1fc8a80cff9122e9d56480c692edced5	28759597694;2729632	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375482/LP6005592-DNA_C05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375482/LP6005592-DNA_C05.annotated.nh2.vcf.gz.tbi				
ERZ375483	PRJEB9586	SAMEA3302698		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375483/LP6005443-DNA_F10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375483/LP6005443-DNA_F10.annotated.nh2.vcf.gz.tbi	9d6546033f70e47bbb64202a06fcfc97;9f6377765ed89266f7467ac1f5af043f	27304300030;2717000	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375483/LP6005443-DNA_F10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375483/LP6005443-DNA_F10.annotated.nh2.vcf.gz.tbi				
ERZ375484	PRJEB9586	SAMEA3302866		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375484/LP6005441-DNA_G07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375484/LP6005441-DNA_G07.annotated.nh2.vcf.gz.tbi	f11311938f41e6daada90bb71c7568f5;49d7b981bbc34cbd7d71e7f36806dd85	26682336285;2730687	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375484/LP6005441-DNA_G07.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375484/LP6005441-DNA_G07.annotated.nh2.vcf.gz.tbi				
ERZ375486	PRJEB9586	SAMEA3302886		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375486/LP6005442-DNA_H10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375486/LP6005442-DNA_H10.annotated.nh2.vcf.gz.tbi	a549c579b47e26d96d659ab293c8e080;c277e213fc2cb2a3988f1031d175e8ba	26965917642;2731180	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375486/LP6005442-DNA_H10.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375486/LP6005442-DNA_H10.annotated.nh2.vcf.gz.tbi				
ERZ375487	PRJEB9586	SAMEA3302706		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375487/LP6005442-DNA_F01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375487/LP6005442-DNA_F01.annotated.nh2.vcf.gz.tbi	8a75b098a77c50556f750bab452abc69;a3b583e71965743b9e2d92c2115f1202	29520705654;2729638	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375487/LP6005442-DNA_F01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375487/LP6005442-DNA_F01.annotated.nh2.vcf.gz.tbi				
ERZ375490	PRJEB9586	SAMEA3302688		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375490/LP6005519-DNA_F06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375490/LP6005519-DNA_F06.annotated.nh2.vcf.gz.tbi	b9fe20fe8de90f992805bfd2111fff09;ee50cd1697c7d3394eb8a53d9f775a55	28517158364;2729757	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375490/LP6005519-DNA_F06.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375490/LP6005519-DNA_F06.annotated.nh2.vcf.gz.tbi				
ERZ375496	PRJEB9586	SAMEA3302821				SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375496/LP6005519-DNA_E04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375496/LP6005519-DNA_E04.annotated.nh2.vcf.gz.tbi	7682947f6512e435c4b54185b6cdaa0b;0a43851f00cf17a9bada6fdcedc306d8	28350624376;2730247	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375496/LP6005519-DNA_E04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375496/LP6005519-DNA_E04.annotated.nh2.vcf.gz.tbi				
ERZ375497	PRJEB9586	SAMEA3302827		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375497/LP6005592-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375497/LP6005592-DNA_D03.annotated.nh2.vcf.gz.tbi	3a5db1a4eabe5e09894e8958ab863c80;c5513a0f8d3761137249f0c5367943a7	28068270055;2730375	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375497/LP6005592-DNA_D03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375497/LP6005592-DNA_D03.annotated.nh2.vcf.gz.tbi				
ERZ375498	PRJEB9586	SAMEA3302764		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375498/LP6005442-DNA_F12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375498/LP6005442-DNA_F12.annotated.nh2.vcf.gz.tbi	1220c7d7da0f12c5e922f37e98854127;ce4d716fdd34426fe475b13bb7d8b506	27513110775;2730271	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375498/LP6005442-DNA_F12.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375498/LP6005442-DNA_F12.annotated.nh2.vcf.gz.tbi				
ERZ375501	PRJEB9586	SAMEA3302839		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375501/LP6005519-DNA_B04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375501/LP6005519-DNA_B04.annotated.nh2.vcf.gz.tbi	3ef0a4e9df7273c08e580ff9941ae136;5a0c791c691d3507544c225788d7f00c	28837822945;2730195	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375501/LP6005519-DNA_B04.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375501/LP6005519-DNA_B04.annotated.nh2.vcf.gz.tbi				
ERZ375504	PRJEB9586	SAMEA3449877		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375504/LP6005441-DNA_C01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375504/LP6005441-DNA_C01.annotated.nh2.vcf.gz.tbi	b651645696cf44da9a9a0563f5db3b49;f8157bc69df72d4b5f5d4fff8cc24caa	28248139108;2730419	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375504/LP6005441-DNA_C01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375504/LP6005441-DNA_C01.annotated.nh2.vcf.gz.tbi				
ERZ375506	PRJEB9586	SAMEA3302852		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375506/LP6005592-DNA_C02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375506/LP6005592-DNA_C02.annotated.nh2.vcf.gz.tbi	0039823ee163ad56b965205bc916bff4;3938580d0b2bbed3ae82ecaab91e1e68	28229296226;2729809	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375506/LP6005592-DNA_C02.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375506/LP6005592-DNA_C02.annotated.nh2.vcf.gz.tbi				
ERZ375508	PRJEB9586	SAMEA3302770		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375508/LP6005441-DNA_D05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375508/LP6005441-DNA_D05.annotated.nh2.vcf.gz.tbi	720bcb1ead576eb85b8ac231b113656d;281d9cc3e11fb78e049524b109f1fec2	30156009618;2729370	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375508/LP6005441-DNA_D05.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375508/LP6005441-DNA_D05.annotated.nh2.vcf.gz.tbi				
ERZ375509	PRJEB9586	SAMEA3302691		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375509/LP6005519-DNA_D03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375509/LP6005519-DNA_D03.annotated.nh2.vcf.gz.tbi	28336ad8108b5561020de393d7f5a19d;67f3f5fc6aad2f9d3d82c5914ddbfb22	27930478332;2730254	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375509/LP6005519-DNA_D03.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375509/LP6005519-DNA_D03.annotated.nh2.vcf.gz.tbi				
ERZ375513	PRJEB9586	SAMEA3302877		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375513/SS6004469.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375513/SS6004469.annotated.nh2.vcf.gz.tbi	311fc78ccc7e273d13f3355ccdd2efc7;9957a3651a0204fbb1810124d795c4ab	26992972195;2731135	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375513/SS6004469.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375513/SS6004469.annotated.nh2.vcf.gz.tbi				
ERZ375515	PRJEB9586	SAMEA3302793		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375515/LP6005442-DNA_H01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375515/LP6005442-DNA_H01.annotated.nh2.vcf.gz.tbi	b662398edf748fb484f23d6e5f528992;c1e8d96300727dfc4974f1b1d6711f7c	28760195184;2729886	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375515/LP6005442-DNA_H01.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375515/LP6005442-DNA_H01.annotated.nh2.vcf.gz.tbi				
ERZ375521	PRJEB9586	SAMEA3302771		9606	Homo sapiens	SEQUENCE_VARIATION												2017-01-09	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375521/LP6005441-DNA_C07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375521/LP6005441-DNA_C07.annotated.nh2.vcf.gz.tbi	1d033042affceaa1d997bf705a64e922;aeff7583acbd38840897ae62d48ced48	26999032518;2730733	fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375521/LP6005441-DNA_C07.annotated.nh2.vcf.gz;fasp.sra.ebi.ac.uk:/vol1/analysis/ERZ375/ERZ375521/LP6005441-DNA_C07.annotated.nh2.vcf.gz.tbi				
